"","datasetID","site","weights","treatment"
"73",221,"14",0.103596162113402,"All species"
"74",221,"15",0.00638752286351694,"All species"
"75",221,"16",0.0160926258823692,"All species"
"76",221,"17",0.0129770725869921,"All species"
"77",221,"18",0.150531029062506,"All species"
"78",221,"19",0.372475024932344,"All species"
"79",221,"2",0.00127853945835307,"All species"
"80",221,"20",0.029470761407455,"All species"
"81",221,"21",0.00343525624875764,"All species"
"82",221,"22",0.0180796737165225,"All species"
"83",221,"23",0.00681866164321346,"All species"
"84",221,"24",0.0727963566082585,"All species"
"85",221,"3",0.100926967680519,"All species"
"86",221,"4",0.00443849161077208,"All species"
"87",221,"5",0.00189238773692148,"All species"
"88",221,"6",0.194311125539675,"All species"
"89",221,"7",0.172252365821654,"All species"
"90",221,"8",0.00553839468508978,"All species"
"91",221,"9",0.00100331369918465,"All species"
"92",224,"open",0.971019365993274,"All species"
"93",224,"shrub",0.965902194576984,"All species"
"94",231,"001D-E",0.726969051537596,"All species"
"95",231,"001D-W",0.873909619062514,"All species"
"96",231,"004B-E",0.718448676028077,"All species"
"97",231,"004B-W",0.942332050812192,"All species"
"98",231,"004F-E",0.933573934205427,"All species"
"99",231,"004F-W",0.913424210578364,"All species"
"100",231,"020B-E",0.952315313160012,"All species"
"101",231,"020B-W",0.883601610205696,"All species"
"102",231,"N01B-E",0.594914438628844,"All species"
"103",231,"N01B-W",0.845642871252446,"All species"
"104",231,"N04D-E",0.774837301152009,"All species"
"105",231,"N04D-W",0.824928078172007,"All species"
"106",231,"N20B-N",0.847032198334755,"All species"
"107",231,"N20B-S",0.849473329003548,"All species"
"108",232,"maxgrain",0.0265222691616377,"All species"
"109",234,"1",0.935795170456601,"All species"
"110",237,"1",0.858253747206256,"All species"
"111",237,"10",0.838588132886376,"All species"
"112",237,"12",0.901396365899246,"All species"
"113",237,"14",0.956026359160891,"All species"
"114",242,"1",0.198360991428907,"All species"
"115",242,"2",0.79909775910006,"All species"
"116",242,"3",0.610329598860711,"All species"
"117",242,"4",0.865010675516613,"All species"
"118",242,"5",0.835414337100566,"All species"
"119",242,"6",0.719203591313216,"All species"
"120",242,"7",0.889654209453395,"All species"
"121",243,"maxgrain",0.915387658293273,"All species"
"122",246,"1",0.656286610614818,"All species"
"123",246,"10",0.618783052124538,"All species"
"124",246,"11",0.934169135240832,"All species"
"125",246,"12",0.997243372939276,"All species"
"126",246,"13",0.912805826735344,"All species"
"127",246,"14",0.928574459474039,"All species"
"128",246,"15",0.932558823807958,"All species"
"129",246,"16",0.854887661028399,"All species"
"130",246,"2",0.958427556844514,"All species"
"131",246,"22",0.866699790532147,"All species"
"132",246,"23",0.831301006300505,"All species"
"133",246,"24",0.870638374555015,"All species"
"134",246,"25",0.968208899603279,"All species"
"135",246,"26",0.946585644220398,"All species"
"136",246,"27",0.937900555401985,"All species"
"137",246,"28",0.962386610434008,"All species"
"138",246,"29",0.924169720966201,"All species"
"139",246,"3",0.978846237010926,"All species"
"140",246,"30",0.548567344632942,"All species"
"141",246,"31",0.749139701511029,"All species"
"142",246,"32",0.599883706522968,"All species"
"143",246,"33",0.674879535209236,"All species"
"144",246,"34",0.913466554677318,"All species"
"145",246,"35",0.385967015514375,"All species"
"146",246,"36",0.192197915772046,"All species"
"147",246,"37",0.325885353858218,"All species"
"148",246,"4",0.811838032320295,"All species"
"149",246,"5",0.770800845623177,"All species"
"150",246,"6",0.974154651397904,"All species"
"151",246,"7",0.62736872006313,"All species"
"152",246,"8",0.927549657513703,"All species"
"153",246,"9",0.939230140335191,"All species"
"154",248,"maxgrain_ABUR_1",0.839631662361155,"All species"
"155",248,"maxgrain_ABUR_2",0.895087529183181,"All species"
"156",248,"maxgrain_AHND_1",0.14330926008805,"All species"
"157",248,"maxgrain_AHND_2",0.880834444289773,"All species"
"158",248,"maxgrain_AQUE_1",0.851132574106628,"All species"
"159",248,"maxgrain_AQUE_2",0.922115476920247,"All species"
"160",248,"maxgrain_AQUE_3",0.696301834302908,"All species"
"161",248,"maxgrain_AQUE_4",0.652001583817791,"All species"
"162",248,"maxgrain_AQUE_5",0.65076830463717,"All species"
"163",248,"maxgrain_AQUE_6",0.75745524452871,"All species"
"164",248,"maxgrain_BULL_1",0.635970794674409,"All species"
"165",248,"maxgrain_BULL_3",0.853058472155165,"All species"
"166",248,"maxgrain_BULL_6",0.687318978587447,"All species"
"167",248,"maxgrain_CARP_1",0.890580893029496,"All species"
"168",248,"maxgrain_CARP_2",0.810586316854169,"All species"
"169",248,"maxgrain_CARP_3",0.883880359087646,"All species"
"170",248,"maxgrain_CARP_4",0.809322833135862,"All species"
"171",248,"maxgrain_CARP_5",0.600469173515084,"All species"
"172",248,"maxgrain_CARP_6",0.592211824196761,"All species"
"173",248,"maxgrain_CARP_7",0.409265370707002,"All species"
"174",248,"maxgrain_CARP_8",0.777917597532473,"All species"
"175",248,"maxgrain_GOLB_1",0.825698854375788,"All species"
"176",248,"maxgrain_GOLB_2",0.812173241751192,"All species"
"177",248,"maxgrain_IVEE_1",0.764244816542023,"All species"
"178",248,"maxgrain_IVEE_2",0.888614706101125,"All species"
"179",248,"maxgrain_MOHK_1",0.844008162793255,"All species"
"180",248,"maxgrain_MOHK_2",0.885177254264724,"All species"
"181",248,"maxgrain_NAPL_1",0.562437022680458,"All species"
"182",248,"maxgrain_NAPL_2",0.132830631940867,"All species"
"183",248,"maxgrain_NAPL_3",0.74153650565053,"All species"
"184",248,"maxgrain_NAPL_4",0.703910288685624,"All species"
"185",248,"maxgrain_NAPL_5",0.60707227507507,"All species"
"186",248,"maxgrain_NAPL_6",0.528750054785858,"All species"
"187",248,"maxgrain_NAPL_7",0.900208595359962,"All species"
"188",248,"maxgrain_NAPL_8",0.877916868860542,"All species"
"189",248,"maxgrain_SCDI_2",0.88431746412583,"All species"
"190",248,"maxgrain_SCDI_3",0.273254476846872,"All species"
"191",248,"maxgrain_SCTW_2",0.909370225077932,"All species"
"192",248,"maxgrain_SCTW_3",0.740417052452233,"All species"
"193",250,"BCB",0.921749725713975,"All species"
"194",250,"CC",0.836195520876095,"All species"
"195",252,"C_A_1",0.783691626962938,"All species"
"196",252,"C_A_3",0.435658394336483,"All species"
"197",252,"C_A_5",0.797948895125728,"All species"
"198",252,"C_B_1",0.255472634032255,"All species"
"199",252,"C_B_3",0.26811083092672,"All species"
"200",252,"C_B_5",0.00014159005527666,"All species"
"201",252,"C_C_1",0.0281614148174102,"All species"
"202",252,"C_C_3",0.382898415005718,"All species"
"203",252,"C_C_5",0.495377835744501,"All species"
"204",252,"C_D_1",0.0266741174913211,"All species"
"205",252,"C_D_3",0.894185832436802,"All species"
"206",252,"C_D_5",0.822662752096096,"All species"
"207",252,"C_E_1",0.730223843962415,"All species"
"208",252,"C_E_3",0.669917041797332,"All species"
"209",252,"C_E_5",0.263828456387409,"All species"
"210",252,"G_A_1",0.00917005420141605,"All species"
"211",252,"G_A_3",0.435250950601414,"All species"
"212",252,"G_A_5",0.680569277157364,"All species"
"213",252,"G_B_1",0.113869390735687,"All species"
"214",252,"G_B_3",0.437135515658591,"All species"
"215",252,"G_B_5",0.0594434155204219,"All species"
"216",252,"G_C_1",0.0173813695889388,"All species"
"217",252,"G_C_3",0.0036403867976243,"All species"
"218",252,"G_C_5",0.00893048654117503,"All species"
"219",252,"G_D_1",0.671232732599712,"All species"
"220",252,"G_D_3",0.237825850956493,"All species"
"221",252,"G_D_5",0.0110559595036597,"All species"
"222",252,"G_E_1",0.771245786929325,"All species"
"223",252,"G_E_3",0.000609998868270016,"All species"
"224",252,"G_E_5",0.0305143238396971,"All species"
"225",252,"P_A_1",0.026539577897855,"All species"
"226",252,"P_A_3",0.000313068937618264,"All species"
"227",252,"P_A_5",0.844492801033348,"All species"
"228",252,"P_B_3",0.324185169761157,"All species"
"229",252,"P_B_5",0.176907133970212,"All species"
"230",252,"P_C_1",0.0630758631168865,"All species"
"231",252,"P_C_3",0.0594748287771779,"All species"
"232",252,"P_D_1",0.00325114369676511,"All species"
"233",252,"P_D_3",0.259545683058314,"All species"
"234",252,"P_E_1",0.648204130544075,"All species"
"235",252,"P_E_3",0.0787872527873137,"All species"
"236",252,"P_E_5",0.0398275486232008,"All species"
"237",254,"1",0.680926094504136,"All species"
"238",259,"1",0.00101800378183243,"All species"
"239",261,"1",0.984687866175575,"All species"
"240",263,"1",0.830771049501244,"All species"
"241",265,"1",0.923740270412883,"All species"
"242",267,"1",0.899461866510002,"All species"
"243",268,"1",0.0233667940653408,"All species"
"244",269,"K1",0.854504371394491,"All species"
"245",269,"K2",0.718158742897617,"All species"
"246",269,"OA",0.814693194413597,"All species"
"247",269,"PAL",0.675540655822972,"All species"
"248",272,"1",0.0058446107869913,"All species"
"249",274,"maxgrain_000b",0.953507627591421,"All species"
"250",274,"maxgrain_001d",0.624105014184163,"All species"
"251",274,"maxgrain_002c",0.733248995410341,"All species"
"252",274,"maxgrain_002d",0.62425892506777,"All species"
"253",274,"maxgrain_004b",0.88617448765814,"All species"
"254",274,"maxgrain_004d",0.946993061964985,"All species"
"255",274,"maxgrain_004f",0.83046628567831,"All species"
"256",274,"maxgrain_020b",0.925801448373709,"All species"
"257",274,"maxgrain_0spb",0.142987890504848,"All species"
"258",274,"maxgrain_0sub",0.569152493486947,"All species"
"259",274,"maxgrain_n01a",0.938684047516627,"All species"
"260",274,"maxgrain_n01b",0.82025528716763,"All species"
"261",274,"maxgrain_n04a",0.4633983761861,"All species"
"262",274,"maxgrain_n04d",0.894143994844538,"All species"
"263",274,"maxgrain_n20a",0.909834962774869,"All species"
"264",274,"maxgrain_n20b",0.967935159995923,"All species"
"265",275,"100",0.872941378544772,"All species"
"266",275,"139",0.768344277145956,"All species"
"267",275,"142",0.611653462614472,"All species"
"268",275,"145",0.754688483122762,"All species"
"269",275,"148",0.759781840819801,"All species"
"270",275,"151",0.675232560757967,"All species"
"271",275,"190",0.769415706080304,"All species"
"272",275,"193",0.705767696241557,"All species"
"273",275,"199",0.799112267644541,"All species"
"274",275,"202",0.821952509002178,"All species"
"275",275,"241",0.784007756320032,"All species"
"276",275,"250",0.621847115410494,"All species"
"277",275,"292",0.718364196872925,"All species"
"278",275,"295",0.721935186902914,"All species"
"279",275,"298",0.741134942118458,"All species"
"280",275,"301",0.672831460704327,"All species"
"281",275,"304",0.773205576138958,"All species"
"282",275,"343",0.868917013915751,"All species"
"283",275,"346",0.820372152831039,"All species"
"284",275,"349",0.475408374477763,"All species"
"285",275,"352",0.823511771393013,"All species"
"286",275,"355",0.729866553287633,"All species"
"287",275,"37",0.866285959522822,"All species"
"288",275,"394",0.697083296335663,"All species"
"289",275,"397",0.811312060208974,"All species"
"290",275,"40",0.902617738329324,"All species"
"291",275,"400",0.270042367105293,"All species"
"292",275,"403",0.778253651495855,"All species"
"293",275,"406",0.838525763921425,"All species"
"294",275,"46",0.864202069989339,"All species"
"295",275,"88",0.765673924977442,"All species"
"296",275,"91",0.903909277282406,"All species"
"297",275,"97",0.827442338856073,"All species"
"298",276,"EL VERDE",0.870813920262217,"All species"
"299",279,"ME",0.15967363435285,"All species"
"300",279,"MO",0.957704038331987,"All species"
"301",281,"50",0.826061460420107,"All species"
"302",281,"56",0.0463393120550272,"All species"
"303",285,"1",1.03021437495943e-40,"All species"
"304",288,"NT",0.719991070156474,"All species"
"305",289,"ep18",1.70501808255071e-11,"All species"
"306",289,"ep19",1.61404950526374e-06,"All species"
"307",289,"ep2",0.000441705981480783,"All species"
"308",289,"ep29",9.97493076471252e-08,"All species"
"309",289,"ep3",4.47271410295002e-12,"All species"
"310",289,"ep30",1.55706008449078e-10,"All species"
"311",289,"ep31",0.0119469329609575,"All species"
"312",289,"ep32",4.80826523764018e-06,"All species"
"313",289,"ep33",0.00371028998127248,"All species"
"314",289,"ep34",6.52221985807397e-07,"All species"
"315",289,"ep35",2.8464104479944e-09,"All species"
"316",289,"ep37",5.47456051646953e-05,"All species"
"317",289,"ep38",1.31564115971961e-06,"All species"
"318",289,"ep4",3.5396797714943e-09,"All species"
"319",289,"ep40",0.00530709626832686,"All species"
"320",289,"ep41",0.000198325610015163,"All species"
"321",289,"ep42",0.0348493707168731,"All species"
"322",289,"ep43",7.6860792192208e-11,"All species"
"323",289,"ep44",3.00219016313331e-08,"All species"
"324",289,"ep9",2.28747374253771e-13,"All species"
"325",291,"1",0.983448031761342,"All species"
"326",294,"AL",0.217292498019753,"All species"
"327",294,"BM",0.821918251792344,"All species"
"328",294,"CR",0.726112286749425,"All species"
"329",294,"FI",0.53419269157439,"All species"
"330",294,"ME",0.0234595073955824,"All species"
"331",294,"MO",0.551141315647816,"All species"
"332",294,"SP",0.740111551686943,"All species"
"333",294,"TR",0.628697505045452,"All species"
"334",294,"WI",0.7738340339444,"All species"
"335",295,"AL",0.3281226717271,"All species"
"336",295,"BM",0.717063716660743,"All species"
"337",295,"CR",0.600765528443054,"All species"
"338",295,"FI",0.88592902440993,"All species"
"339",295,"ME",0.00347680001354925,"All species"
"340",295,"MO",0.00526194588306451,"All species"
"341",295,"SP",0.893724073059589,"All species"
"342",295,"TR",0.520343202560459,"All species"
"343",295,"WI",0.03059801796752,"All species"
"344",296,"AL",0.848054408623094,"All species"
"345",296,"BM",0.838652762803187,"All species"
"346",296,"FI",0.896869784736711,"All species"
"347",296,"ME",0.924930149093607,"All species"
"348",296,"MO",0.174494694783185,"All species"
"349",296,"SP",0.865250311213344,"All species"
"350",296,"TR",0.680601976089587,"All species"
"351",296,"WI",0.90465052921035,"All species"
"352",304,"Bold Park",0.287784469540981,"All species"
"353",305,"1",0.411130847979787,"All species"
"354",306,"YachtClub",0.984183086153736,"All species"
"355",308,"Adams",0.812427875928692,"All species"
"356",308,"Baldpate",0.545601541330058,"All species"
"357",308,"Bear Head",0.77378653374083,"All species"
"358",308,"Big Squaw",0.88641409651137,"All species"
"359",308,"Blue Mountain",0.924206805798818,"All species"
"360",308,"Burke",0.776804973970528,"All species"
"361",308,"Camels",0.0593425021577764,"All species"
"362",308,"Castle",0.713231234998243,"All species"
"363",308,"Cube",0.888299624368551,"All species"
"364",308,"Dixville",0.95507690075807,"All species"
"365",308,"East",0.695353021269863,"All species"
"366",308,"Equinox",0.960216556135561,"All species"
"367",308,"Gillespie Peak",0.816557777029385,"All species"
"368",308,"Greylock",0.480656194067904,"All species"
"369",308,"Hunger",0.898717782377352,"All species"
"370",308,"Jackson",0.445349476501345,"All species"
"371",308,"Katahdin",0.833607179267729,"All species"
"372",308,"Mansfield",0.946603499196767,"All species"
"373",308,"Old Speck",0.908663247540886,"All species"
"374",308,"Pillsbury",0.612547198100273,"All species"
"375",308,"Plateau",0.747334200379717,"All species"
"376",308,"Ranch Brook",0.78202365832702,"All species"
"377",308,"Santanoni",0.931799125649486,"All species"
"378",308,"Shrewsbury",0.884446366461385,"All species"
"379",308,"Snow",0.926420570489697,"All species"
"380",308,"Stark",0.86234602924103,"All species"
"381",308,"Stratton",0.351331980205948,"All species"
"382",308,"Surplus",0.49405289978959,"All species"
"383",308,"Tecumseh",0.869251197604553,"All species"
"384",308,"Tillotson",0.833624675976356,"All species"
"385",308,"Twin NY",0.913952645974676,"All species"
"386",308,"Vanderwhacker",0.779614655587174,"All species"
"387",308,"Westmore",0.915725136292155,"All species"
"388",308,"Wolf",0.946508634136571,"All species"
"389",308,"Wright",0.889784930534,"All species"
"390",313,"Jornada_BASN",0.769709946668314,"All species"
"391",313,"Jornada_CALI",0.658900277426922,"All species"
"392",313,"Jornada_EAST",0.273361252214514,"All species"
"393",313,"Jornada_GRAV",0.102881082350339,"All species"
"394",313,"Jornada_IBPE",0.46547167098247,"All species"
"395",313,"Jornada_SAND",0.743617558075886,"All species"
"396",313,"Jornada_SUMM",6.66588434316568e-07,"All species"
"397",313,"Jornada_TAYL",0.673059048991088,"All species"
"398",313,"Jornada_WELL",0.755736630904506,"All species"
"399",313,"Jornada_WEST",0.80600061571561,"All species"
"400",315,"Ballard.Down,.Swanage",8.20556064541276e-07,"All species"
"401",315,"Bevills.Wood,.Monks.Wood.Nature.Reserve",2.64307960583649e-05,"All species"
"402",315,"Brockwells.Farm",0.00479356929845195,"All species"
"403",315,"Bure.Marshes.National.Nature.Reserve",0.00274767137195741,"All species"
"404",315,"Buttlers.Hanging",0.000178152638642092,"All species"
"405",315,"Castor.Hanglands.National.Nature.Reserve",0.000636178084118886,"All species"
"406",315,"Chippenham.Fen.National.Nature.Reserve",0.0402327372472535,"All species"
"407",315,"Dyfi.National.Nature.Reserve",0.000235667031482851,"All species"
"408",315,"Ebbor.Gorge.National.Nature.Reserve",3.85915720475469e-07,"All species"
"409",315,"Foxholes",6.12151917222839e-06,"All species"
"410",315,"Gibraltar.Point.National.Nature.Reserve",0.00197985489113609,"All species"
"411",315,"Gomm.Valley",1.01294983793815e-05,"All species"
"412",315,"Ham.Street.Wood.National.Nature.Reserve",0.00610930608600891,"All species"
"413",315,"Holme.Fen.National.Nature.Reserve",2.83998895540674e-05,"All species"
"414",315,"Kingley.Vale.National.Nature.Reserve",8.09350676662048e-06,"All species"
"415",315,"Leigh.Marshes.National.Nature.Reserve",0.00340367897492165,"All species"
"416",315,"Leighton.Moss.RSPB",0.264170366323818,"All species"
"417",315,"Lindisfarne.National.Nature.Reserve",0.0211740425135071,"All species"
"418",315,"Loch.Garten.RSPB,.Abernethy.forest",0.0721150867248588,"All species"
"419",315,"Monks.Wood.National.Nature.Reserve",0.00607677036690277,"All species"
"420",315,"Nagshead.RSPB,.Forest.of.Dean",0.232283809305471,"All species"
"421",315,"Old.Winchester.Hill.National.Nature.Reserve",1.28270460790592e-05,"All species"
"422",315,"Oxwich.National.Nature.Reserve",7.1961687474183e-07,"All species"
"423",315,"Potton.Wood",0.00174901064546289,"All species"
"424",315,"Radipole.Lake.RSPB",0.00197747329769616,"All species"
"425",315,"Rostherne.Mere.National.Nature.Reserve",0.103218243188579,"All species"
"426",315,"Saltfleetby.National.Nature.Reserve",0.00115485225140951,"All species"
"427",315,"Skomer.Island",0.00228191934764076,"All species"
"428",315,"Studland.Heath.National.Nature.Reserve",0.000123242572226154,"All species"
"429",315,"Walberswick.National.Nature.Reserve",0.000871249398911043,"All species"
"430",315,"Waterperry.Wood.FNR",9.52715483997792e-05,"All species"
"431",315,"Woodhurst",0.00765680167296953,"All species"
"432",315,"Woodwalton.Fen.National.Nature.Reserve",0.00035266208589403,"All species"
"433",315,"Wye.National.Nature.Reserve",5.20319139530875e-05,"All species"
"434",315,"Yarner.Wood.National.Nature.Reserve",0.00318886895470225,"All species"
"435",316,"Jornada",0.835019831370787,"All species"
"436",323,"Antietam Creek",0.489564562992795,"All species"
"437",323,"Atkisson Reservoir",0.238177834848052,"All species"
"438",323,"Breton Bay",0.822699021001557,"All species"
"439",323,"Casselman River",0.584960795692811,"All species"
"440",323,"Corsica River",0.359473615420166,"All species"
"441",323,"Deer Creek",0.111267856317498,"All species"
"442",323,"Fifteen Mile Creek",0.993416137078906,"All species"
"443",323,"Furnace Bay",0.922482159579278,"All species"
"444",323,"Gwynns Falls",0.498681209555382,"All species"
"445",323,"Jones Falls",0.90432150874452,"All species"
"446",323,"Liberty Reservoir",0.920879800493864,"All species"
"447",323,"Little Gunpowder Falls",0.209489493127849,"All species"
"448",323,"Little Patuxent River",0.839366377981299,"All species"
"449",323,"Little Youghiogheny R",0.785603773805493,"All species"
"450",323,"Loch Raven Reservoir",0.555427113819793,"All species"
"451",323,"Lower Chester River",0.903812851450421,"All species"
"452",323,"Lower Monocacy River",0.644276302979547,"All species"
"453",323,"Lower Winters Run",0.721639396856086,"All species"
"454",323,"Mattawoman Creek",0.0395266835430208,"All species"
"455",323,"Nanjemoy Creek",0.199008969724307,"All species"
"456",323,"Nassawango Creek",0.743508648085884,"All species"
"457",323,"Octoraro Creek",0.95406932096606,"All species"
"458",323,"Patapsco River L N Br",0.00736398027796025,"All species"
"459",323,"Patuxent River lower",0.91034723101413,"All species"
"460",323,"Patuxent River middle",0.243511749324893,"All species"
"461",323,"Patuxent River upper",0.722098635081938,"All species"
"462",323,"Piscataway Creek",0.983557248312199,"All species"
"463",323,"Port Tobacco River",0.13953625190577,"All species"
"464",323,"Potomac River L N Branch",0.521664546672508,"All species"
"465",323,"Potomac River M tidal",0.656630666210167,"All species"
"466",323,"Potomac River U N Branch",0.865729580714492,"All species"
"467",323,"Rocky Gorge Dam",0.919000790630056,"All species"
"468",323,"S Branch Patapsco",0.570831882825694,"All species"
"469",323,"Savage River",0.987305985354957,"All species"
"470",323,"Sideling Hill Creek",0.428927266077605,"All species"
"471",323,"Southeast Creek",0.386924231789292,"All species"
"472",323,"St. Clements Bay",0.626809920227761,"All species"
"473",323,"St. Mary's River",0.00169419449515039,"All species"
"474",323,"Swan Creek",0.940967724760324,"All species"
"475",323,"Tuckahoe Creek",0.900252250790785,"All species"
"476",323,"Upper Chester River",0.200819716435168,"All species"
"477",323,"Upper Choptank",0.016606434700655,"All species"
"478",323,"Upper Monocacy River",0.894639856119562,"All species"
"479",323,"Western Branch",0.694620359943984,"All species"
"480",323,"Wicomico River",0.606920117071995,"All species"
"481",323,"Wicomico River Head",0.192945867816602,"All species"
"482",323,"Youghiogheny River",0.917424607063436,"All species"
"483",323,"Zekiah Swamp",0.384148964598848,"All species"
"484",324,"Antietam Creek",0.926968248012227,"All species"
"485",324,"Atkisson Reservoir",0.184566455221003,"All species"
"486",324,"Back River",0.902890123900421,"All species"
"487",324,"Breton Bay",0.771626118201592,"All species"
"488",324,"Casselman River",0.991428913505233,"All species"
"489",324,"Catoctin Creek",0.380148676679665,"All species"
"490",324,"Corsica River",0.431941625329351,"All species"
"491",324,"Deer Creek",0.209860681857701,"All species"
"492",324,"Fifteen Mile Creek",0.123938082510909,"All species"
"493",324,"Furnace Bay",0.000112953669941017,"All species"
"494",324,"Gwynns Falls",0.454560566062016,"All species"
"495",324,"Jones Falls",0.757034374808241,"All species"
"496",324,"Liberty Reservoir",0.709311983761056,"All species"
"497",324,"Little Gunpowder Falls",0.371620839971691,"All species"
"498",324,"Little Patuxent River",0.688254371675506,"All species"
"499",324,"Little Youghiogheny R",0.107169617792652,"All species"
"500",324,"Loch Raven Reservoir",0.000574648135563664,"All species"
"501",324,"Lower Chester River",0.0199688292428662,"All species"
"502",324,"Lower Monocacy River",0.850528834166765,"All species"
"503",324,"Lower Winters Run",0.71672835761902,"All species"
"504",324,"Mattawoman Creek",0.227290156252777,"All species"
"505",324,"Nanjemoy Creek",0.845995092303444,"All species"
"506",324,"Nassawango Creek",0.284618438360979,"All species"
"507",324,"Octoraro Creek",9.07768819766536e-05,"All species"
"508",324,"Patapsco River L N Br",0.491528056714819,"All species"
"509",324,"Patuxent River lower",0.039002074049029,"All species"
"510",324,"Patuxent River middle",0.923936771177685,"All species"
"511",324,"Piscataway Creek",0.268886504364944,"All species"
"512",324,"Port Tobacco River",0.282207334675443,"All species"
"513",324,"Potomac River L N Branch",0.69596607780523,"All species"
"514",324,"Potomac River M tidal",0.877588807833632,"All species"
"515",324,"Potomac River U N Branch",0.830962023827596,"All species"
"516",324,"Prettyboy Reservoir",0.597428693886354,"All species"
"517",324,"Rocky Gorge Dam",0.000515105769671951,"All species"
"518",324,"S Branch Patapsco",0.117905164832597,"All species"
"519",324,"Savage River",0.851115497220647,"All species"
"520",324,"Sideling Hill Creek",0.131256083101905,"All species"
"521",324,"Southeast Creek",0.487178229753627,"All species"
"522",324,"St. Clements Bay",0.40905432195624,"All species"
"523",324,"St. Mary's River",0.786517860446806,"All species"
"524",324,"Swan Creek",0.101384045494082,"All species"
"525",324,"Tuckahoe Creek",0.353159507691573,"All species"
"526",324,"Upper Chester River",0.0309204139026906,"All species"
"527",324,"Upper Choptank",0.00291574326053369,"All species"
"528",324,"Upper Monocacy River",0.195645987104072,"All species"
"529",324,"West Chesapeake Bay",0.851112375297859,"All species"
"530",324,"Western Branch",0.458910853153454,"All species"
"531",324,"Wicomico River",0.436964351199496,"All species"
"532",324,"Wicomico River Head",0.952428764952938,"All species"
